Name,Input Shapes,Call Stack,Host Self Duration(us),Host Total Duration(us),Device Self Duration(us),Device Total Duration(us),Device Self Duration With AICore(us),Device Total Duration With AICore(us)
aten::empty_strided,,,10.12,16.74,0,0,0,0
empty_tensor,,,6.62,6.62,0,0,0,0
aten::copy_,,,52.31,52.31,0,0,0,0
aten::_has_compatible_shallow_copy_type,,,1.65,1.65,0,0,0,0
aten::_has_compatible_shallow_copy_type,,,1.21,1.21,0,0,0,0
aten::to,,,2.67,394.62,0,0,0,0
aten::_to_copy,,,6.55,391.95,0,0,0,0
aten::empty_strided,,,9.81,16.04,0,0,0,0
empty_tensor,,,6.23,6.23,0,0,0,0
aten::copy_,,,369.36,369.36,0,0,0,0
aten::_has_compatible_shallow_copy_type,,,1.21,1.21,0,0,0,0
aten::_has_compatible_shallow_copy_type,,,1.52,1.52,0,0,0,0
aten::to,,,3.13,73.72,0,0,0,0
aten::_to_copy,,,6.39,70.59,0,0,0,0
aten::empty_strided,,,10.63,16.53,0,0,0,0
empty_tensor,,,5.9,5.9,0,0,0,0
aten::copy_,,,47.67,47.67,0,0,0,0
aten::_has_compatible_shallow_copy_type,,,1.26,1.26,0,0,0,0
aten::_has_compatible_shallow_copy_type,,,1.15,1.15,0,0,0,0
aten::to,,,3.18,361.43,0,0,0,0
aten::_to_copy,,,6.81,358.25,0,0,0,0
aten::empty_strided,,,10.84,16.58,0,0,0,0
empty_tensor,,,5.74,5.74,0,0,0,0
aten::copy_,,,334.86,334.86,0,0,0,0
aten::_has_compatible_shallow_copy_type,,,1.53,1.53,0,0,0,0
aten::_has_compatible_shallow_copy_type,,,1.24,1.24,0,0,0,0
aten::to,,,3.04,74.12,0,0,0,0
aten::_to_copy,,,6.52,71.08,0,0,0,0
aten::empty_strided,,,9.76,16.84,0,0,0,0
empty_tensor,,,7.08,7.08,0,0,0,0
aten::copy_,,,47.72,47.72,0,0,0,0
aten::_has_compatible_shallow_copy_type,,,1.67,1.67,0,0,0,0
aten::_has_compatible_shallow_copy_type,,,0.94,0.94,0,0,0,0
aten::to,,,2.63,399.92,0,0,0,0
aten::_to_copy,,,7.87,397.29,0,0,0,0
aten::empty_strided,,,10.06,16.34,0,0,0,0
empty_tensor,,,6.28,6.28,0,0,0,0
aten::copy_,,,373.08,373.08,0,0,0,0
aten::_has_compatible_shallow_copy_type,,,1.75,1.75,0,0,0,0
aten::_has_compatible_shallow_copy_type,,,1.07,1.07,0,0,0,0
aten::to,,,3.16,71.22,0,0,0,0
aten::_to_copy,,,6.29,68.06,0,0,0,0
aten::empty_strided,,,11.47,17.91,0,0,0,0
empty_tensor,,,6.44,6.44,0,0,0,0
aten::copy_,,,43.86,43.86,0,0,0,0
aten::_has_compatible_shallow_copy_type,,,1.65,1.65,0,0,0,0
aten::_has_compatible_shallow_copy_type,,,1.58,1.58,0,0,0,0
aten::to,,,2.89,386.36,0,0,0,0
aten::_to_copy,,,6.43,383.47,0,0,0,0
aten::empty_strided,,,10.83,16.81,0,0,0,0
empty_tensor,,,5.98,5.98,0,0,0,0
aten::copy_,,,360.23,360.23,0,0,0,0
aten::_has_compatible_shallow_copy_type,,,2.25,2.25,0,0,0,0
aten::_has_compatible_shallow_copy_type,,,2.01,2.01,0,0,0,0
aten::to,,,3.33,73.66,0,0,0,0
aten::_to_copy,,,7.51,70.33,0,0,0,0
aten::empty_strided,,,10.55,16.86,0,0,0,0
empty_tensor,,,6.31,6.31,0,0,0,0
aten::copy_,,,45.96,45.96,0,0,0,0
aten::_has_compatible_shallow_copy_type,,,1.74,1.74,0,0,0,0
aten::_has_compatible_shallow_copy_type,,,1.3,1.3,0,0,0,0
aten::to,,,2.65,67.78,0,0,0,0
aten::_to_copy,,,6.28,65.13,0,0,0,0
aten::empty_strided,,,9.89,15.36,0,0,0,0
empty_tensor,,,5.47,5.47,0,0,0,0
aten::copy_,,,43.49,43.49,0,0,0,0
aten::_has_compatible_shallow_copy_type,,,1.92,1.92,0,0,0,0
aten::_has_compatible_shallow_copy_type,,,1.43,1.43,0,0,0,0
aten::to,,,2.94,69.32,0,0,0,0
aten::_to_copy,,,6.85,66.38,0,0,0,0
aten::empty_strided,,,10.24,16.07,0,0,0,0
empty_tensor,,,5.83,5.83,0,0,0,0
aten::copy_,,,43.46,43.46,0,0,0,0
aten::_has_compatible_shallow_copy_type,,,1.91,1.91,0,0,0,0
aten::_has_compatible_shallow_copy_type,,,1.21,1.21,0,0,0,0
aten::to,,,3.12,70.39,0,0,0,0
aten::_to_copy,,,6.58,67.27,0,0,0,0
aten::empty_strided,,,9.83,16.16,0,0,0,0
empty_tensor,,,6.33,6.33,0,0,0,0
aten::copy_,,,44.53,44.53,0,0,0,0
aten::_has_compatible_shallow_copy_type,,,1.49,1.49,0,0,0,0
aten::_has_compatible_shallow_copy_type,,,0.99,0.99,0,0,0,0
aten::to,,,2.63,65.74,0,0,0,0
aten::_to_copy,,,6.21,63.11,0,0,0,0
aten::empty_strided,,,9.18,14.59,0,0,0,0
empty_tensor,,,5.41,5.41,0,0,0,0
aten::copy_,,,42.31,42.31,0,0,0,0
aten::_has_compatible_shallow_copy_type,,,1.92,1.92,0,0,0,0
aten::_has_compatible_shallow_copy_type,,,1.25,1.25,0,0,0,0
aten::to,,,2.8,71.71,0,0,0,0
aten::_to_copy,,,6.61,68.91,0,0,0,0
aten::empty_strided,,,10.25,16.35,0,0,0,0
empty_tensor,,,6.1,6.1,0,0,0,0
aten::copy_,,,45.95,45.95,0,0,0,0
aten::_has_compatible_shallow_copy_type,,,1.76,1.76,0,0,0,0
aten::_has_compatible_shallow_copy_type,,,1.9,1.9,0,0,0,0
aten::to,,,2.71,86.92,0,0,0,0
aten::_to_copy,,,6.56,84.21,0,0,0,0
aten::empty_strided,,,10.14,15.95,0,0,0,0
empty_tensor,,,5.81,5.81,0,0,0,0
aten::copy_,,,61.7,61.7,0,0,0,0
aten::_has_compatible_shallow_copy_type,,,1.28,1.28,0,0,0,0
aten::_has_compatible_shallow_copy_type,,,1.46,1.46,0,0,0,0
aten::to,,,2.97,374.76,0,0,0,0
aten::_to_copy,,,7.07,371.79,0,0,0,0
aten::empty_strided,,,10.16,15.9,0,0,0,0
empty_tensor,,,5.74,5.74,0,0,0,0
aten::copy_,,,348.82,348.82,0,0,0,0
aten::_has_compatible_shallow_copy_type,,,1.86,1.86,0,0,0,0
aten::_has_compatible_shallow_copy_type,,,0.87,0.87,0,0,0,0
aten::to,,,2.58,72.76,0,0,0,0
aten::_to_copy,,,6.5,70.18,0,0,0,0
aten::empty_strided,,,11.45,17.77,0,0,0,0
empty_tensor,,,6.32,6.32,0,0,0,0
aten::copy_,,,45.91,45.91,0,0,0,0
aten::_has_compatible_shallow_copy_type,,,1.41,1.41,0,0,0,0
aten::_has_compatible_shallow_copy_type,,,1.36,1.36,0,0,0,0
aten::to,,,2.83,357.42,0,0,0,0
aten::_to_copy,,,7.27,354.59,0,0,0,0
aten::empty_strided,,,10.23,15.4,0,0,0,0
empty_tensor,,,5.17,5.17,0,0,0,0
aten::copy_,,,331.92,331.92,0,0,0,0
aten::_has_compatible_shallow_copy_type,,,1.66,1.66,0,0,0,0
aten::_has_compatible_shallow_copy_type,,,1.41,1.41,0,0,0,0
aten::to,,,2.87,74.23,0,0,0,0
aten::_to_copy,,,7.64,71.36,0,0,0,0
aten::empty_strided,,,10.59,17.06,0,0,0,0
empty_tensor,,,6.47,6.47,0,0,0,0
aten::copy_,,,46.66,46.66,0,0,0,0
aten::_has_compatible_shallow_copy_type,,,1.54,1.54,0,0,0,0
aten::_has_compatible_shallow_copy_type,,,1.09,1.09,0,0,0,0
aten::to,,,2.91,377.12,0,0,0,0
aten::_to_copy,,,7.15,374.21,0,0,0,0
aten::empty_strided,,,10.23,16.26,0,0,0,0
empty_tensor,,,6.03,6.03,0,0,0,0
aten::copy_,,,350.8,350.8,0,0,0,0
aten::_has_compatible_shallow_copy_type,,,1.55,1.55,0,0,0,0
aten::_has_compatible_shallow_copy_type,,,1.74,1.74,0,0,0,0
aten::to,,,2.65,93.23,0,0,0,0
aten::_to_copy,,,6.72,90.58,0,0,0,0
aten::empty_strided,,,10.03,15.73,0,0,0,0
empty_tensor,,,5.7,5.7,0,0,0,0
aten::copy_,,,68.13,68.13,0,0,0,0
aten::_has_compatible_shallow_copy_type,,,1.28,1.28,0,0,0,0
aten::_has_compatible_shallow_copy_type,,,1.34,1.34,0,0,0,0
aten::to,,,2.82,389.11,0,0,0,0
aten::_to_copy,,,7.04,386.29,0,0,0,0
aten::empty_strided,,,10.93,16.65,0,0,0,0
empty_tensor,,,5.72,5.72,0,0,0,0
aten::copy_,,,362.6,362.6,0,0,0,0
aten::_has_compatible_shallow_copy_type,,,1.5,1.5,0,0,0,0
aten::_has_compatible_shallow_copy_type,,,1.12,1.12,0,0,0,0
aten::to,,,2.64,70.27,0,0,0,0
aten::_to_copy,,,6.29,67.63,0,0,0,0
aten::empty_strided,,,10.34,16.15,0,0,0,0
empty_tensor,,,5.81,5.81,0,0,0,0
aten::copy_,,,45.19,45.19,0,0,0,0
aten::_has_compatible_shallow_copy_type,,,1.52,1.52,0,0,0,0
aten::_has_compatible_shallow_copy_type,,,15.11,15.11,0,0,0,0
aten::to,,,2.78,412.15,0,0,0,0
aten::_to_copy,,,6.53,409.37,0,0,0,0
aten::empty_strided,,,10.25,16.01,0,0,0,0
empty_tensor,,,5.76,5.76,0,0,0,0
aten::copy_,,,386.83,386.83,0,0,0,0
aten::_has_compatible_shallow_copy_type,,,1.54,1.54,0,0,0,0
aten::_has_compatible_shallow_copy_type,,,1.18,1.18,0,0,0,0
aten::to,,,3.55,75.66,0,0,0,0
aten::_to_copy,,,6.86,72.11,0,0,0,0
aten::empty_strided,,,10.68,16.53,0,0,0,0
empty_tensor,,,5.85,5.85,0,0,0,0
aten::copy_,,,48.72,48.72,0,0,0,0
aten::_has_compatible_shallow_copy_type,,,1.66,1.66,0,0,0,0
aten::_has_compatible_shallow_copy_type,,,1.52,1.52,0,0,0,0
aten::to,,,2.69,379.06,0,0,0,0
aten::_to_copy,,,6.15,376.37,0,0,0,0
aten::empty_strided,,,9.85,16.54,0,0,0,0
empty_tensor,,,6.69,6.69,0,0,0,0
aten::copy_,,,353.68,353.68,0,0,0,0
aten::_has_compatible_shallow_copy_type,,,1.51,1.51,0,0,0,0
aten::_has_compatible_shallow_copy_type,,,1.39,1.39,0,0,0,0
aten::to,,,2.45,66.26,0,0,0,0
aten::_to_copy,,,6.74,63.81,0,0,0,0
aten::empty_strided,,,10.28,16.14,0,0,0,0
empty_tensor,,,5.86,5.86,0,0,0,0
aten::copy_,,,40.93,40.93,0,0,0,0
aten::_has_compatible_shallow_copy_type,,,1.41,1.41,0,0,0,0
aten::_has_compatible_shallow_copy_type,,,0.85,0.85,0,0,0,0
aten::to,,,2.17,67.11,0,0,0,0
aten::_to_copy,,,5.85,64.94,0,0,0,0
aten::empty_strided,,,9.56,15.09,0,0,0,0
empty_tensor,,,5.53,5.53,0,0,0,0
aten::copy_,,,44.0,44.0,0,0,0,0
aten::_has_compatible_shallow_copy_type,,,1.38,1.38,0,0,0,0
aten::_has_compatible_shallow_copy_type,,,0.88,0.88,0,0,0,0
aten::to,,,2.09,63.36,0,0,0,0
aten::_to_copy,,,5.88,61.27,0,0,0,0
aten::empty_strided,,,9.45,14.61,0,0,0,0
empty_tensor,,,5.16,5.16,0,0,0,0
aten::copy_,,,40.78,40.78,0,0,0,0
aten::_has_compatible_shallow_copy_type,,,1.32,1.32,0,0,0,0
aten::_has_compatible_shallow_copy_type,,,1.08,1.08,0,0,0,0
aten::to,,,2.43,67.18,0,0,0,0
aten::_to_copy,,,6.26,64.75,0,0,0,0
aten::empty_strided,,,9.6,14.52,0,0,0,0
empty_tensor,,,4.92,4.92,0,0,0,0
aten::copy_,,,43.97,43.97,0,0,0,0
aten::_has_compatible_shallow_copy_type,,,1.58,1.58,0,0,0,0
aten::_has_compatible_shallow_copy_type,,,1.16,1.16,0,0,0,0
aten::to,,,2.26,64.89,0,0,0,0
aten::_to_copy,,,6.01,62.63,0,0,0,0
aten::empty_strided,,,9.22,14.56,0,0,0,0
empty_tensor,,,5.34,5.34,0,0,0,0
aten::copy_,,,42.06,42.06,0,0,0,0
aten::_has_compatible_shallow_copy_type,,,1.44,1.44,0,0,0,0
aten::_has_compatible_shallow_copy_type,,,1.49,1.49,0,0,0,0
aten::to,,,11.23,85.67,0,0,0,0
aten::_to_copy,,,7.08,74.44,0,0,0,0
aten::empty_strided,,,12.25,24.87,0,0,0,0
empty_tensor,,,12.62,12.62,0,0,0,0
aten::copy_,,,42.49,42.49,0,0,0,0
aten::_has_compatible_shallow_copy_type,,,9.22,9.22,0,0,0,0
aten::_has_compatible_shallow_copy_type,,,1.63,1.63,0,0,0,0
aten::to,,,12.04,112.12,0,0,0,0
aten::_to_copy,,,7.97,100.08,0,0,0,0
aten::empty_strided,,,21.3,37.55,0,0,0,0
empty_tensor,,,16.25,16.25,0,0,0,0
aten::copy_,,,54.56,54.56,0,0,0,0
aten::_has_compatible_shallow_copy_type,,,1.15,1.15,0,0,0,0
aten::_has_compatible_shallow_copy_type,,,0.66,0.66,0,0,0,0
aten::to,,,2.93,414.61,0,0,0,0
aten::_to_copy,,,8.33,411.68,0,0,0,0
aten::empty_strided,,,21.69,45.35,0,0,0,0
empty_tensor,,,23.66,23.66,0,0,0,0
aten::copy_,,,358.0,358.0,0,0,0,0
aten::_has_compatible_shallow_copy_type,,,1.32,1.32,0,0,0,0
aten::_has_compatible_shallow_copy_type,,,0.87,0.87,0,0,0,0
aten::to,,,2.65,102.79,0,0,0,0
aten::_to_copy,,,17.17,100.14,0,0,0,0
aten::empty_strided,,,13.35,34.91,0,0,0,0
empty_tensor,,,21.56,21.56,0,0,0,0
aten::copy_,,,48.06,48.06,0,0,0,0
aten::_has_compatible_shallow_copy_type,,,10.0,10.0,0,0,0,0
aten::_has_compatible_shallow_copy_type,,,8.57,8.57,0,0,0,0
aten::to,,,2.47,407.23,0,0,0,0
aten::_to_copy,,,9.05,404.76,0,0,0,0
aten::empty_strided,,,16.94,51.89,0,0,0,0
empty_tensor,,,34.95,34.95,0,0,0,0
aten::copy_,,,343.82,343.82,0,0,0,0
aten::_has_compatible_shallow_copy_type,,,2.59,2.59,0,0,0,0
aten::_has_compatible_shallow_copy_type,,,0.88,0.88,0,0,0,0
aten::to,,,2.59,86.78,0,0,0,0
aten::_to_copy,,,8.89,84.19,0,0,0,0
aten::empty_strided,,,10.83,22.14,0,0,0,0
empty_tensor,,,11.31,11.31,0,0,0,0
aten::copy_,,,53.16,53.16,0,0,0,0
aten::_has_compatible_shallow_copy_type,,,1.23,1.23,0,0,0,0
aten::_has_compatible_shallow_copy_type,,,2.0,2.0,0,0,0,0
aten::to,,,2.4,410.95,0,0,0,0
aten::_to_copy,,,6.13,408.55,0,0,0,0
aten::empty_strided,,,11.22,17.85,0,0,0,0
empty_tensor,,,6.63,6.63,0,0,0,0
aten::copy_,,,384.57,384.57,0,0,0,0
aten::_has_compatible_shallow_copy_type,,,1.41,1.41,0,0,0,0
aten::_has_compatible_shallow_copy_type,,,0.76,0.76,0,0,0,0
aten::to,,,3.06,73.18,0,0,0,0
aten::_to_copy,,,6.61,70.12,0,0,0,0
aten::empty_strided,,,10.43,17.16,0,0,0,0
empty_tensor,,,6.73,6.73,0,0,0,0
aten::copy_,,,46.35,46.35,0,0,0,0
aten::_has_compatible_shallow_copy_type,,,2.61,2.61,0,0,0,0
aten::_has_compatible_shallow_copy_type,,,1.49,1.49,0,0,0,0
aten::to,,,3.29,427.42,0,0,0,0
aten::_to_copy,,,12.44,424.13,0,0,0,0
aten::empty_strided,,,11.16,19.02,0,0,0,0
empty_tensor,,,7.86,7.86,0,0,0,0
aten::copy_,,,392.67,392.67,0,0,0,0
aten::_has_compatible_shallow_copy_type,,,4.69,4.69,0,0,0,0
aten::_has_compatible_shallow_copy_type,,,1.34,1.34,0,0,0,0
aten::to,,,7.36,131.04,0,0,0,0
aten::_to_copy,,,14.89,123.68,0,0,0,0
aten::empty_strided,,,18.58,29.1,0,0,0,0
empty_tensor,,,10.52,10.52,0,0,0,0
aten::copy_,,,79.69,79.69,0,0,0,0
aten::_has_compatible_shallow_copy_type,,,1.74,1.74,0,0,0,0
aten::_has_compatible_shallow_copy_type,,,1.7,1.7,0,0,0,0
aten::to,,,4.52,15712.62,0,0,0,0
aten::_to_copy,,,16.25,15708.1,0,0,0,0
aten::empty_strided,,,13.55,22.47,0,0,0,0
empty_tensor,,,8.92,8.92,0,0,0,0
aten::copy_,,,15669.38,15669.38,0,0,0,0
aten::_has_compatible_shallow_copy_type,,,5.35,5.35,0,0,0,0
aten::_has_compatible_shallow_copy_type,,,1.75,1.75,0,0,0,0
aten::to,,,5.83,136.12,0,0,0,0
aten::_to_copy,,,15.99,130.29,0,0,0,0
aten::empty_strided,,,22.01,36.29,0,0,0,0
empty_tensor,,,14.28,14.28,0,0,0,0
aten::copy_,,,78.01,78.01,0,0,0,0
aten::_has_compatible_shallow_copy_type,,,3.26,3.26,0,0,0,0
aten::_has_compatible_shallow_copy_type,,,1.36,1.36,0,0,0,0
aten::to,,,4.63,401.53,0,0,0,0
aten::_to_copy,,,8.45,396.9,0,0,0,0
aten::empty_strided,,,14.11,22.16,0,0,0,0
empty_tensor,,,8.05,8.05,0,0,0,0
aten::copy_,,,366.29,366.29,0,0,0,0
aten::_has_compatible_shallow_copy_type,,,2.13,2.13,0,0,0,0
aten::_has_compatible_shallow_copy_type,,,1.5,1.5,0,0,0,0
aten::to,,,4.19,84.67,0,0,0,0
aten::_to_copy,,,8.33,80.48,0,0,0,0
aten::empty_strided,,,12.34,20.19,0,0,0,0
empty_tensor,,,7.85,7.85,0,0,0,0
aten::copy_,,,51.96,51.96,0,0,0,0
aten::_has_compatible_shallow_copy_type,,,2.06,2.06,0,0,0,0
aten::_has_compatible_shallow_copy_type,,,0.97,0.97,0,0,0,0
aten::to,,,3.4,81.11,0,0,0,0
aten::_to_copy,,,8.67,77.71,0,0,0,0
aten::empty_strided,,,12.49,19.61,0,0,0,0
empty_tensor,,,7.12,7.12,0,0,0,0
aten::copy_,,,49.43,49.43,0,0,0,0
aten::_has_compatible_shallow_copy_type,,,1.8,1.8,0,0,0,0
aten::_has_compatible_shallow_copy_type,,,1.33,1.33,0,0,0,0
aten::to,,,3.93,76.5,0,0,0,0
aten::_to_copy,,,8.39,72.57,0,0,0,0
aten::empty_strided,,,12.29,19.55,0,0,0,0
empty_tensor,,,7.26,7.26,0,0,0,0
aten::copy_,,,44.63,44.63,0,0,0,0
aten::_has_compatible_shallow_copy_type,,,2.32,2.32,0,0,0,0
aten::_has_compatible_shallow_copy_type,,,1.73,1.73,0,0,0,0
aten::to,,,4.04,168.75,0,0,0,0
aten::_to_copy,,,9.22,164.71,0,0,0,0
aten::empty_strided,,,14.26,21.9,0,0,0,0
empty_tensor,,,7.64,7.64,0,0,0,0
aten::copy_,,,133.59,133.59,0,0,0,0
aten::_has_compatible_shallow_copy_type,,,2.41,2.41,0,0,0,0
aten::_has_compatible_shallow_copy_type,,,1.28,1.28,0,0,0,0
aten::to,,,3.57,80.22,0,0,0,0
aten::_to_copy,,,8.11,76.65,0,0,0,0
aten::empty_strided,,,11.57,18.97,0,0,0,0
empty_tensor,,,7.4,7.4,0,0,0,0
aten::copy_,,,49.57,49.57,0,0,0,0
aten::_has_compatible_shallow_copy_type,,,2.13,2.13,0,0,0,0
aten::_has_compatible_shallow_copy_type,,,1.18,1.18,0,0,0,0
aten::to,,,3.89,132.34,0,0,0,0
aten::_to_copy,,,8.97,128.45,0,0,0,0
aten::empty_strided,,,11.51,19.25,0,0,0,0
empty_tensor,,,7.74,7.74,0,0,0,0
aten::copy_,,,100.23,100.23,0,0,0,0
aten::_has_compatible_shallow_copy_type,,,1.96,1.96,0,0,0,0
aten::_has_compatible_shallow_copy_type,,,1.21,1.21,0,0,0,0
aten::to,,,3.23,75.11,0,0,0,0
aten::_to_copy,,,7.86,71.88,0,0,0,0
aten::empty_strided,,,9.96,17.44,0,0,0,0
empty_tensor,,,7.48,7.48,0,0,0,0
aten::copy_,,,46.58,46.58,0,0,0,0
aten::_has_compatible_shallow_copy_type,,,2.21,2.21,0,0,0,0
aten::_has_compatible_shallow_copy_type,,,2.34,2.34,0,0,0,0
aten::to,,,2.75,238.61,0,0,0,0
aten::_to_copy,,,7.51,235.86,0,0,0,0
aten::empty_strided,,,12.24,19.34,0,0,0,0
empty_tensor,,,7.1,7.1,0,0,0,0
aten::copy_,,,209.01,209.01,0,0,0,0
aten::_has_compatible_shallow_copy_type,,,2.57,2.57,0,0,0,0
aten::_has_compatible_shallow_copy_type,,,1.43,1.43,0,0,0,0
aten::to,,,3.93,74.57,0,0,0,0
aten::_to_copy,,,7.3,70.64,0,0,0,0
aten::empty_strided,,,12.09,18.7,0,0,0,0
empty_tensor,,,6.61,6.61,0,0,0,0
aten::copy_,,,44.64,44.64,0,0,0,0
aten::_has_compatible_shallow_copy_type,,,1.36,1.36,0,0,0,0
aten::_has_compatible_shallow_copy_type,,,1.69,1.69,0,0,0,0
aten::to,,,2.98,166.91,0,0,0,0
aten::_to_copy,,,7.77,163.93,0,0,0,0
aten::empty_strided,,,11.2,17.92,0,0,0,0
empty_tensor,,,6.72,6.72,0,0,0,0
aten::copy_,,,138.24,138.24,0,0,0,0
aten::_has_compatible_shallow_copy_type,,,1.65,1.65,0,0,0,0
aten::_has_compatible_shallow_copy_type,,,2.15,2.15,0,0,0,0
aten::to,,,3.23,77.94,0,0,0,0
aten::_to_copy,,,7.61,74.71,0,0,0,0
aten::empty_strided,,,11.04,17.77,0,0,0,0
empty_tensor,,,6.73,6.73,0,0,0,0
aten::copy_,,,49.33,49.33,0,0,0,0
aten::_has_compatible_shallow_copy_type,,,1.63,1.63,0,0,0,0
aten::_has_compatible_shallow_copy_type,,,1.29,1.29,0,0,0,0
aten::to,,,3.17,73.38,0,0,0,0
aten::_to_copy,,,8.0,70.21,0,0,0,0
aten::empty_strided,,,10.94,17.48,0,0,0,0
empty_tensor,,,6.54,6.54,0,0,0,0
aten::copy_,,,44.73,44.73,0,0,0,0
aten::_has_compatible_shallow_copy_type,,,1.74,1.74,0,0,0,0
aten::_has_compatible_shallow_copy_type,,,1.71,1.71,0,0,0,0
aten::to,,,3.1,73.09,0,0,0,0
aten::_to_copy,,,7.61,69.99,0,0,0,0
aten::empty_strided,,,10.02,16.38,0,0,0,0
empty_tensor,,,6.36,6.36,0,0,0,0
aten::copy_,,,46.0,46.0,0,0,0,0
aten::_has_compatible_shallow_copy_type,,,1.71,1.71,0,0,0,0
aten::_has_compatible_shallow_copy_type,,,1.61,1.61,0,0,0,0
aten::to,,,3.49,195.38,0,0,0,0
aten::_to_copy,,,8.19,191.89,0,0,0,0
aten::empty_strided,,,11.27,17.4,0,0,0,0
empty_tensor,,,6.13,6.13,0,0,0,0
aten::copy_,,,166.3,166.3,0,0,0,0
aten::_has_compatible_shallow_copy_type,,,1.5,1.5,0,0,0,0
aten::_has_compatible_shallow_copy_type,,,1.91,1.91,0,0,0,0
aten::to,,,27.13,103.69,0,0,0,0
aten::_to_copy,,,8.35,76.56,0,0,0,0
aten::empty_strided,,,10.65,18.04,0,0,0,0
empty_tensor,,,7.39,7.39,0,0,0,0
aten::copy_,,,50.17,50.17,0,0,0,0
aten::_has_compatible_shallow_copy_type,,,1.52,1.52,0,0,0,0
aten::_has_compatible_shallow_copy_type,,,1.43,1.43,0,0,0,0
aten::to,,,3.11,528.71,0,0,0,0
aten::_to_copy,,,11.07,525.6,0,0,0,0
aten::empty_strided,,,97.47,105.35,0,0,0,0
empty_tensor,,,7.88,7.88,0,0,0,0
aten::copy_,,,409.18,409.18,0,0,0,0
aten::_has_compatible_shallow_copy_type,,,2.14,2.14,0,0,0,0
aten::_has_compatible_shallow_copy_type,,,1.19,1.19,0,0,0,0
aten::to,,,3.74,82.2,0,0,0,0
aten::_to_copy,,,8.62,78.46,0,0,0,0
aten::empty_strided,,,13.43,21.27,0,0,0,0
empty_tensor,,,7.84,7.84,0,0,0,0
aten::copy_,,,48.57,48.57,0,0,0,0
aten::_has_compatible_shallow_copy_type,,,1.79,1.79,0,0,0,0
aten::_has_compatible_shallow_copy_type,,,1.09,1.09,0,0,0,0
aten::to,,,3.08,78.09,0,0,0,0
aten::_to_copy,,,8.86,75.01,0,0,0,0
aten::empty_strided,,,11.57,18.54,0,0,0,0
empty_tensor,,,6.97,6.97,0,0,0,0
aten::copy_,,,47.61,47.61,0,0,0,0
aten::_has_compatible_shallow_copy_type,,,2.06,2.06,0,0,0,0
aten::_has_compatible_shallow_copy_type,,,1.31,1.31,0,0,0,0
aten::to,,,3.23,74.34,0,0,0,0
aten::_to_copy,,,7.76,71.11,0,0,0,0
aten::empty_strided,,,11.27,18.12,0,0,0,0
empty_tensor,,,6.85,6.85,0,0,0,0
aten::copy_,,,45.23,45.23,0,0,0,0
aten::_has_compatible_shallow_copy_type,,,2.16,2.16,0,0,0,0
aten::_has_compatible_shallow_copy_type,,,1.19,1.19,0,0,0,0
aten::to,,,3.42,292.86,0,0,0,0
aten::_to_copy,,,7.7,289.44,0,0,0,0
aten::empty_strided,,,11.1,17.6,0,0,0,0
empty_tensor,,,6.5,6.5,0,0,0,0
aten::copy_,,,264.14,264.14,0,0,0,0
aten::_has_compatible_shallow_copy_type,,,2.11,2.11,0,0,0,0
aten::_has_compatible_shallow_copy_type,,,1.15,1.15,0,0,0,0
aten::to,,,3.15,77.69,0,0,0,0
aten::_to_copy,,,8.53,74.54,0,0,0,0
aten::empty_strided,,,12.3,19.19,0,0,0,0
empty_tensor,,,6.89,6.89,0,0,0,0
aten::copy_,,,46.82,46.82,0,0,0,0
aten::_has_compatible_shallow_copy_type,,,1.53,1.53,0,0,0,0
aten::_has_compatible_shallow_copy_type,,,0.87,0.87,0,0,0,0
aten::to,,,3.27,348.6,0,0,0,0
aten::_to_copy,,,7.9,345.33,0,0,0,0
aten::empty_strided,,,10.18,16.73,0,0,0,0
empty_tensor,,,6.55,6.55,0,0,0,0
aten::copy_,,,320.7,320.7,0,0,0,0
aten::_has_compatible_shallow_copy_type,,,1.86,1.86,0,0,0,0
aten::_has_compatible_shallow_copy_type,,,1.23,1.23,0,0,0,0
aten::to,,,3.15,77.84,0,0,0,0
aten::_to_copy,,,7.7,74.69,0,0,0,0
aten::empty_strided,,,11.11,17.17,0,0,0,0
empty_tensor,,,6.06,6.06,0,0,0,0
aten::copy_,,,49.82,49.82,0,0,0,0
aten::_has_compatible_shallow_copy_type,,,1.68,1.68,0,0,0,0
aten::_has_compatible_shallow_copy_type,,,1.0,1.0,0,0,0,0
aten::to,,,3.21,73.89,0,0,0,0
aten::_to_copy,,,8.42,70.68,0,0,0,0
aten::empty_strided,,,10.44,16.85,0,0,0,0
empty_tensor,,,6.41,6.41,0,0,0,0
aten::copy_,,,45.41,45.41,0,0,0,0
aten::_has_compatible_shallow_copy_type,,,1.27,1.27,0,0,0,0
aten::_has_compatible_shallow_copy_type,,,0.72,0.72,0,0,0,0
aten::to,,,2.5,69.89,0,0,0,0
aten::_to_copy,,,8.02,67.39,0,0,0,0
aten::empty_strided,,,9.97,15.46,0,0,0,0
empty_tensor,,,5.49,5.49,0,0,0,0
aten::copy_,,,43.91,43.91,0,0,0,0
aten::_has_compatible_shallow_copy_type,,,1.45,1.45,0,0,0,0
aten::_has_compatible_shallow_copy_type,,,0.97,0.97,0,0,0,0
aten::to,,,3.03,1484.73,0,0,0,0
aten::_to_copy,,,10.37,1481.7,0,0,0,0
aten::empty_strided,,,12.12,18.84,0,0,0,0
